122928,122928,35,147,"aprovado","2014-04-07 16:39:25","2014-04-07 16:39:25"
122929,122929,35,147,"aprovado","2014-04-07 16:39:25","2014-04-07 16:39:25"
122930,122930,35,147,"aprovado","2014-04-07 16:39:25","2014-04-07 16:39:25"
122931,122931,35,147,"aprovado","2014-04-07 16:39:25","2014-04-07 16:39:25"
122932,122932,35,148,"aprovado","2014-04-07 17:02:30","2014-04-07 17:02:30"
122933,122933,35,148,"aprovado","2014-04-07 17:02:30","2014-04-07 17:02:30"
122934,122934,35,148,"aprovado","2014-04-07 17:02:30","2014-04-07 17:02:30"
122935,122935,35,148,"aprovado","2014-04-07 17:02:30","2014-04-07 17:02:30"
122936,122936,37,149,"aprovado","2014-04-07 17:08:24","2014-04-07 17:08:24"
122937,122937,37,150,"aprovado","2014-04-07 17:11:03","2014-04-07 17:11:03"
122950,122950,23,151,"aprovado","2014-04-07 17:35:07","2014-04-07 17:35:07"
122951,122951,9,152,"aprovado","2014-04-07 18:35:39","2014-04-07 18:35:39"
122952,122952,35,153,"aprovado","2014-04-07 19:05:13","2014-04-07 19:05:13"
122953,122953,35,153,"aprovado","2014-04-07 19:05:13","2014-04-07 19:05:13"
122954,122954,15,154,"aprovado","2014-04-07 20:54:34","2014-04-07 20:54:34"
122955,122955,15,155,"aprovado","2014-04-07 21:18:30","2014-04-07 21:18:30"
122956,122956,37,156,"aprovado","2014-04-07 21:19:49","2014-04-07 21:19:49"
122957,122957,37,156,"aprovado","2014-04-07 21:19:49","2014-04-07 21:19:49"
122958,122958,37,156,"aprovado","2014-04-07 21:19:49","2014-04-07 21:19:49"
122959,122959,37,156,"aprovado","2014-04-07 21:19:49","2014-04-07 21:19:49"
122960,122960,37,157,"aprovado","2014-04-07 21:49:46","2014-04-07 21:49:46"
122961,122961,37,157,"aprovado","2014-04-07 21:49:46","2014-04-07 21:49:46"
122962,122962,37,158,"aprovado","2014-04-07 22:03:26","2014-04-07 22:03:26"
122963,122963,37,158,"aprovado","2014-04-07 22:03:26","2014-04-07 22:03:26"
122964,122964,37,159,"aprovado","2014-04-07 22:13:38","2014-04-07 22:13:38"
122965,122965,37,160,"aprovado","2014-04-07 22:59:43","2014-04-07 22:59:43"
122966,122966,37,160,"aprovado","2014-04-07 22:59:43","2014-04-07 22:59:43"
122971,122971,27,161,"aprovado","2014-04-08 07:41:41","2014-04-08 07:41:41"
122972,122972,8,162,"aprovado","2014-04-08 09:34:55","2014-04-08 09:34:55"
122973,122973,8,162,"aprovado","2014-04-08 09:34:55","2014-04-08 09:34:55"
122974,122974,8,162,"aprovado","2014-04-08 09:34:55","2014-04-08 09:34:55"
122975,122975,8,162,"aprovado","2014-04-08 09:34:55","2014-04-08 09:34:55"
122976,122976,8,162,"aprovado","2014-04-08 09:34:55","2014-04-08 09:34:55"
122977,122977,8,162,"aprovado","2014-04-08 09:34:55","2014-04-08 09:34:55"
122978,122978,37,163,"aprovado","2014-04-08 10:38:53","2014-04-08 10:38:53"
122979,122979,35,164,"aprovado","2014-04-08 11:12:26","2014-04-08 11:12:26"
122980,122980,35,164,"aprovado","2014-04-08 11:12:26","2014-04-08 11:12:26"
122981,122981,16,165,"aprovado","2014-04-08 11:16:22","2014-04-08 11:16:22"
122994,122994,37,166,"aprovado","2014-04-08 11:58:37","2014-04-08 11:58:37"
123034,123034,37,167,"aprovado","2014-04-08 17:01:13","2014-04-08 17:01:13"
123035,123035,37,167,"aprovado","2014-04-08 17:01:13","2014-04-08 17:01:13"
123047,123047,37,168,"aprovado","2014-04-08 19:28:31","2014-04-08 19:28:31"
123048,123048,37,168,"aprovado","2014-04-08 19:28:31","2014-04-08 19:28:31"
123049,123049,37,168,"aprovado","2014-04-08 19:28:31","2014-04-08 19:28:31"
123050,123050,37,168,"aprovado","2014-04-08 19:28:31","2014-04-08 19:28:31"
123051,123051,37,169,"aprovado","2014-04-08 20:18:52","2014-04-08 20:18:52"
123052,123052,37,169,"aprovado","2014-04-08 20:18:52","2014-04-08 20:18:52"
123053,123053,16,170,"aprovado","2014-04-08 21:20:18","2014-04-08 21:20:18"
123059,123059,35,171,"aprovado","2014-04-08 21:30:44","2014-04-08 21:30:44"
123061,123061,2,172,"aprovado","2014-04-08 21:54:45","2014-04-08 21:54:45"
123062,123062,2,174,"aprovado","2014-04-08 21:58:13","2014-04-08 21:58:13"
123065,123065,13,173,"aprovado","2014-04-08 22:32:30","2014-04-08 22:32:30"
123078,123078,28,175,"aprovado","2014-04-09 10:21:14","2014-04-09 10:21:14"
123079,123079,1,176,"aprovado","2014-04-09 11:42:19","2014-04-09 11:42:19"
123096,123096,37,177,"aprovado","2014-04-09 14:18:42","2014-04-09 14:18:42"
123097,123097,37,177,"aprovado","2014-04-09 14:18:42","2014-04-09 14:18:42"
123098,123098,37,178,"aprovado","2014-04-09 14:20:55","2014-04-09 14:20:55"
123112,123112,28,179,"aprovado","2014-04-09 15:32:17","2014-04-09 15:32:17"
123113,123113,6,180,"aprovado","2014-04-09 15:43:52","2014-04-09 15:43:52"
123117,123117,29,181,"aprovado","2014-04-09 16:35:39","2014-04-09 16:35:39"
123119,123119,29,182,"aprovado","2014-04-09 17:00:45","2014-04-09 17:00:45"
123140,123140,37,183,"aprovado","2014-04-09 17:40:03","2014-04-09 17:40:03"
123141,123141,37,183,"aprovado","2014-04-09 17:40:03","2014-04-09 17:40:03"
123142,123142,16,184,"aprovado","2014-04-09 17:51:27","2014-04-09 17:51:27"
